label,rating,review
negtive,3,I had Zagg glass piece on my S5 and then I threw my phone out of anger and it shattered the Zagg glass but kept my S5 screen intact| I called Zagg n they sent me a replacement glass for my S5| So when I bought the S7 I decided to pay the $8 for the Best Buy employee to put it on| The girl ruined the first one| then the second attempt had a crack in it so it wouldn't seal right| and the third time a piece of lint was trapped| The fourth time was the charm| or so I thought| The edges look like they are still not sealed (kind of looks like small bubbles) and i keep trying to press it down and they disappear and come right back| Its been over a month and I just haven't had time to go back to Best Buy| Its noticeable but not enough for me to go up there| Well last week i was pushing on the edges as i often do and now its got a small crack that looks like how a window looks when a bullet goes through it| There is also a chip on the edge that curves around the home button| Now I'm not happy especially since this was a $40 piece of glass| I've never had issues with Zagg glass until this one for my S7| It just seems like the quality isn't as good| I hope they can replace it at store when I go this week| Im going to give this one more try because I've always considered these Zagg glass pieces to be a good investment to protect my phones expensive screen|
negtive,1,I had a different brand screen protector from verizon store for 2 years on my HTC One M8 and it worked great| I upgrade to the S7 and got the zagg screen prootector and it doesn't respond to my touch on one side of the screen unless i press down harder than normal| Also| if i run my finger along the side it wont start to recognize my touch until about a third of the way up the screen| I tried returning it to Best Buy within 15 days and they refused to return or exchange it and instead directed me to the manufacturers website| 3 weeks after purchase the screen chipped on the side and started to crack even though i never even dropped the phone or treated it roughly| Apparently now i have to spend additonal funds for shipping to replace this "fine" product when it is a lifetime warranty| Puts a bad taste in the mouth because of Best Buy's return policy| or should i say lack there of| To top it off there is nothing on the receipt that explains their return policy| Better yet| the cell phone rep installs it immediately on the phone when its purchased which immediately cancels any chance of returning if you changed your mind|
negtive,2,When I originally bought this product it was $40| Immediately after putting it on| the screen protector did not adhere to my phone on the outside edges at all| I have a regular Samsung Galaxy s7 (not s7 edge) and I made sure to buy the right screen protector| But when I put it on my phone| there is at least a centimeter or two on the entire outside edge that is lifted up and will not stick to the phone| My friend had the same problem| and even after ordering a replacement| the replacement had the same exact issue as well| Before ordering the replacement I had the original for two months and let me tell you| there were cracks EVERYWHERE| It would crack at the lightest drop/ bump/ scratch| anything| Honestly it cracked much easier than the phone itself ever would and while that should be a good thing| it was just annoying| Because the entire outer edge is lifted| it's super easy so get water or dust particles stuck underneath the screen protector| Overall this purchase was a mistake| Just stay with regular screen protectors-not the glass ones| They'll save you a lot of money and frustration|
negtive,3,Bought this screen protector for my Galaxy S7 and was not impressed with how it looked on my phone| It did fit onto my screen but all around the edge of it| it looks like it is lifted and has bubbles| I got it put on at Best Buy and the employee who did it told me they all look that way due to the curves around the entire phone| It drives me a little crazy but now I just ignore it| I needed it more for protection for my screen| I can say that it does have a year guarantee with Zagg if you register it and if something happens to it you pay a small replacement fee and they'll send you a new one| Unfortunately| I cracked this screen protector within a few days because I accidentally dropped it onto a cement floor| It did save my actual screen though| That's what happens when you carry to many things at once| Cracked the screen protector the first time it fell and still haven't replaced it yet| I am going to once I stop procrastinating| Personally I don't think it's worth the $40 because I was unhappy with the way it looked on my phone and unhappy that it broke the first time it fell| It did save my actual screen| so I still gave it 3 stars!
positive,4,I wanted to clear up the complaints about the edge of the screen protector having a haze or not making complete contact| It is true| however; there is more to the story| First| the reason this is occurring is the new S7 design has a rounded corner along the edge| (not the S7 Edge| the regular S7)| This softens the edge| Zagg failed to take this into account when they release the screen protector| One option would have been to slightly shrink the size to match the flat surface and not extend over the curved portion of the screen| That is the reason you have poor or no contact around the edge| Is this important? With your screen off (black) you can see it| When the screen is on you can not see it| Also| if you have something like an Otter skin or Tech21 protector on your phone it hides it even more| It is aggravating Zagg did not account for this but the safety and protection delivered by this glass screen protector is superior to anything else I have seen| I had one on my S6 for the last year and it looks like the day I bought| it| Don't let the complaints about the edge discourage you| Maybe Zagg will react quickly and release and updated version that addresses this|
negtive,1,Someone at the store recommended this screen protector| after it was installed I noticed it doesn't actually fit on the screen| The Galaxy S7 (not the edge) still has a slight curvature on the sides| That curvature means the glass doesn't fit flush and dust and dirt can and will get stuck under the screen| You also end up looking at a piece of glass that is clearly not attached to the screen| The gap between screen and glass around the edges also makes it hard to press buttons around the edge| I would not recommend this unless they fix the gapping issue| As it stands I'm curious when the dust and dirt build up under the edges is going to drive me crazy and force me to go with a different protector| In the attached picture you can see the gap around the edges|
negtive,1,There are those people who needed a screen protector because they will drop their phone| guaranteed| I however am not one of those people| I haven't used| Screen protector in years because other than usual wear and tear| my screens typically look pretty dang good by the time I get a new phone| For some reason they convinced me this time| I got the case| They installed it| Looked perfect| I was pretty pleased|||until 6 days later it chipped and was dropping teeny tiny pieces of glass everywhere| Then less than 24 hours later| a large chunk of the corner chipped and made a crack| So I took it back and they replaced it for free bc of the short time| They gave me specific instructions for care the first 48 hours (which they failed to include the first| so I figured this time would be different|) I followed the instructions really well| It was a weekend so I barely even touched my phone| And here I am 6 days later| (2 of those days the phone was unused) and I have a chip| a decent sized chip| When I pay $40 for a screen protector it is expected to last| Extremely disappointed in the product| will never use it again|
negtive,2,I bought two phones at Best Buy and had the protecters installed on both phones | My phone is ok| But my wife's is lifting around the edges| Same phones same protectors| She went back to Best Buy to see if they could fix the problem| Their response was go to Zagg website and register it or I'll sell you a new one that fits the S-7 properly| Or Zagg will send you a new one for a cost of $5|00| They wouldn't make good on it because she went back after 14 days| We purchased the items May 14th 2016| She went in on June 27 th because we had been out of town| We were not aware of the Zagg warranty because they Best Buy employees threw away the screenprotector and phone case packaging away| After they put the protector and case on| The principal of the matter is if they put the wrong protector on whey should we have to pay the 5: dollars for the replacement or pay for a new one| I feel it is their response ability to put the right products on your devices in the first place| Still haven't registered it yet| Because of the principal behind the matter| I have had this brand of protector on past phones with no issues what so ever| I
positive,5,I gave 5 stars because the product itself is great in my opinion| I love zagg glass screen protectors but this one is not the right fit for the Galaxy S7 due to the slight curve on the sides of the phone| The shield stays uplifted on the sides which caused the shield to crack on the bottom right edge of the screen protector being that it does not lay flat on the phone screen| It was installed at Best Buy at the time of purchase| I will definitely continue to buy zagg glass screen protectors again for my other products but not for this phone unless the protector is slightly curved like the phone| I would recommend this product but not for this phone|
positive,4,Having recent moved from a Blackberry Z10 to the Samsung S7| I needed some sort of screen protector for the S7| From talking with others it was a toss up between the Zagg Glass or HD screen protector| I went with the glass screen protector as the conversion always seemed to come back to it is better to break the glass on the screen protector than the actual screen| Well as the S7 does not have a protected edge and I initially was using my S7 without a case and storing the S7 in my belt clip holster| after a few slides across my car seats and down between the car seat rail and the floor| the edges of the glass screen protector did exactly what they were suppose to do| they chipped on the egdes| Of course in an area where your fingers are normally when you are holding the phone| For now I have added an OtterBox Commuter case to the phone and nave stopped using my holster| This keeps my fingers from picking up little glass fragments however it means that my phone is in my back pocket| on my desk or sitting on the table| I will be replacing the glass InvisibleShield with an HD InvisibleShield soon|
negtive,3,Zagg should have been prepared to deal with the S7's screen edges| I am pretty disappointed in how the left and right edges of the screen protector are not in contact with the screen| This causes the 'p' and other far left or right items to be a pain to register| In writing this is had to tap multiple times on the 'p' to get it to register| It requires more of a 'press' than a tap| I've heard rumors that Zagg is fixing this issue in the next few months| The raised edges have also presented a weak point in the strength of the screen protector| The top and bottom corners in one side began to crack even though I have my phone in an otterbox slim|In the end however| I would still recommend as currently there is not much better of an option and Zagg is supposed to fix it soon| I'm expecting an unconditional swap once the new ones are available| Note to Zagg: you should pay for the Geek Squad installation as I've already paid and continue to deal with issues from your product|
negtive,1,This is one of the worst products I've ever purchased| I had T-Mobile put it on since best buy charges a fee to apply it (lame)| The guy who put it on said he didn't care for these particular ones and when I asked why his reply was "oh you will find out soon enough" well low n behold I did| The edges of the screen protector wouldn't completely adhere to the phone screen| It was like a bubble or something all the way around on the edges of it and within approximately 6-8 hours later there was already a couple cracks on the edges| By the next day there was quite a few more| I have only had it on my phone for a week and it looks like it's been on for 6 months| Needless to say it was a waste of $40| Doesn't really matter to me that it's a lifetime warranty cause it's pointless since I would have to send it in for a new one every other day| I would give it 0 stars if I could
negtive,3,If you can get it on the phone right and I mean if this is an excellent screen protector| The nicest thing about it is it is actually made of glass so you preserve the feel of the face of the phone and it's very friendly to the touch| The downside is you have to be extremely careful putting it on you pretty much have one chance| If you get a single Speck of dust under this thing or if it goes on slightly crooked or anything like that| you're going to have a bubble and it's going to drive you insane until you buy the next one| They do have a warranty and they better for 50 bucks| You have to send it in to get the exchange though| I much prefer the store brand if it's available I bought this one that particular day because they were out of stock| The store brand screen protector which I believe is by Insignia|| it has plenty of cleaning materials| and also it has a plastic guide to Aid in installation I've done two of them on my other phone and they work perfectly every time and they're half the price
negtive,2,I wanted a tempered glass shield for my to-be-shipped S7 & this was the only S7 screen shield my local store had|When my S7 arrived| I applied this shield| My S7 was brand spanking new| But the bottom part of this shield didn't stick|I was passing by a Best Buy Mobile store & figured they would have more choices (wrong)| and stopped in (they were closing early| what the heck?) and the people there said they wouldn't exchange the shield because it had been more than 15 days|| I think they just wanted to go home| Gee whiz| I couldn't apply the shield until the new S7 arrived in the mail!!!!!!So I made a special trip back to the same Best Buy where I bought the shield and exchanged it for a new one| I'll try reapplying it soon| Hope it works|I did not have this much trouble with a generic tempered glass shield I bought from e bay for my S5|Very disappointed that all the Best Buy stores don't treat customers the same way|
positive,5,I don't know why people hate this so much| It's probably because they didn't have the Best Buy guy put this on for them| If it's done properly| this stuff is great| I've put this on several of my phones and have it for my parent's phones and it's good stuff| In case you are clumsy and drop your phone| at least this will crack first not your glass on your phone| You can spend $35 on this stuff or pay $100 to replace the glass on your phone and hope it works the same| It will make your phone a bit heavier too but it will keep your phone safe| especially if you have kids who break their phones all the time| Plus it helps keep your phone cleaner too| it's easy to clean and keeps your phone germ free| Have the Best Buy people put this on for you| they are the experts and will make sure it's done right| Don't do it yourself| that's why you guys all hate it and think it sucks| And you gotta let it chill for a day or two| you can't picking at it or messing with it right away|
negtive,2,The issue of this screen protector not fitting the Galaxy S7 has been well documented in reviews so I will not reiterate the issue| Zagg messed up on this one and should have recalled this product long ago| especially for the price| Zagg's website no longer list this product for the S7 as they now have a curved Glass protector for the S7 and S7 Edge| I called Zagg and they will replace this screen protector for the new curved one| but there is currently one issue with the new one| The new curved Glass protector only comes in opaque black| The screen is obviously clear| but the portion that covers the color portion of the face is opaque| so your gold| platinum| or other color phone is covered and will have a black face| FYI| BB does not carry the new curved Zagg product| To be fair the old product will work and protect your screen| if you do not mind the halo effect| Zagg should lower the price of this product considerably to compensate!
positive,5,This screen protector isn't perfect| but it really isn't the fault of the protector| Samsung's decision to slightly curve the sides of the S7's screen makes finding a good glass screen protector difficult| I've owned 2 protectors that seal to the screen fully| BUT they didn't cover the whole viewing screen and left annoying edges on the on the touch screen| The Zagg protector covers the entire viewing screen| but does not seal to it completely because of the curves| The edges of the screen are responsive| more protected| and I don't notice the edges not being fully sealed| It also fits well with a Speck case| or an Otter Defender|Zagg does now make a curved protector| but it is considerably more expensive| and some reviewers say it is tough to put a case on with the curved protector installed| As long as I own an S7| this Zagg is my choice!
positive,4,I purchased this glass screen protector knowing full well what the reviews were on it| But I felt I did not have a choice as you never know what will happen to your phone| Overall it does the job| but there are 2 significant issues you should be aware of that are frustrating at times but in my opinion should not prevent you from buying the product| Issue 1 is that you WILL get a halo effect around the edge of the display as the Galaxy S7's screen is slightly curved| Along with this halo effect the screen protector can get a little dirty around the edge but it has been very minor for me| The second issue and maybe the bigger problem of the 2| is that the touch screen sensitivity is made less in certain areas which can drive you crazy at times| Sliding down notifications from the top or pressing any button around the edge typically requires y a harder press| This being said it is probably still the best option for protecting your S7|
negtive,1,This screen protector has a great feel and does an awesome job at resisting oil/smudges| The only problem is that it does not fit the slightly beveled edge of the Galaxy S7 (non-Edge)| The result is a "halo effect" (a quick online search will show this is a universal problem due to a design flaw) around the edge of the phone which attracts dirt and lint under it almost immediately| I would recommend finding a more temporary (perhaps non-glass) version until Zagg updates their design to accommodate the edges of this phone|And remember| Best Buy (at least in Woodbridge| VA) will charge you about $8 to install one of these screen protectors (even if you purchase the brand new phone from them| complain about the fitment of the protector before you leave| and get told to "just bring it back and we'll replace it if the fit doesn't resolve itself after a couple days")|
negtive,3,I purchased the new Samsung Galaxy S7 and like all my other smart phones i have had i want screen protection| I purchased the Zagg Glass Screen Protector because of Zaggs quality and reputation| I had Best Buy install this on my phone cause i am not to good at this sort of thing| He warned me that with this Glass Screen Protector there was going to be a Halo around the edge of the screen cause the Samsung Galaxy S7 screen is curved at the edge| I thought this was ok| What i did not anticipate was under the glass where the halo is its a dust magnet| Pocket lint and dust gets under the glass and looks bad| I am unsure what to do about it cause i still want screen protection but the dust under the halo is so annoying| I hope zagg comes out with a new and improved product cause i will probably just take this off soon and go with out| Also this screen protector is EXPENSIVE| not worth the price when it has a halo that collects dirt|
negtive,1,My husband and I both purchased these for our new Samsung S7 phones (not edge)| Mine cracked in the corner just being in my purse| I believe something got underneath the edge that doesn't stick to the screen and caused the crack| My husband dropped his phone and all around the edges was cracked| We ordered warranty replacements and Zagg only sent us plastic protectors| not the glass| When I asked about this obvious problem with the glass the rep said they are aware of the problem and are waiting for a new design to become available| We're still waiting| In the meantime Zagg is harassing me to send back my broken glass screen protector or they are going to charge me full retail for the replacements they sent us| I don't have a lot of trust in this company's design or warranty process| These certainly were no where near worth the money spent or all the hype|
negtive,2,Center of screen area is great and seems to proctect well from scratches etc| however with the slightly contoured edges of the s7 the flat screen protector leaves a ring around the outside of the phone screen where it is not actually attached to the screen| this gap allows for dust and the like to get under the screen protector edges which I find frustrating as I try to keep my phone screen clean| I have had it on my phone for about two weeks (I am gentle with my phone in daily use) and there are already two cracks in the screen protector| only at the edges where the screen protector does not actually seal to the phone| while it's understandable that free floating glass would be fragile| it is still annoying to see every day on my phone| and I think if the screen protector actually sealed to the screen all the way around this probably would not have happened|
positive,5,I purchased this screen protector for my Galaxy S7 because I was very happy with the one I had on my Galaxy Note 4|I love the fact that the glass shield actually feels like the phone itself| and yet offers excellent protection at the same time|I've only been using this protector for 3 months (luckily| no drops to test its capabilities)| but I have no doubts that this will work as well as the one I had for the Note 4|Zagg is very easy to work with| both registering the product| and getting a replacement when needed|Of special note (to me| anyways) | | | I had to replace my phone within a week of purchasing it (and| putting on the Zagg Shield) | | | and I was able to remove the shield and reapply it to the new phone without a hitch|This is| easily| the best investment for protecting my phone that I could have|
negtive,1,I've owned other Zagg Glass screen protectors that have worked out very well but this one seems to be lesser quality| The shield doesn't cover the phone all the way to its edges| The edges don't adhere because of the slightly curved phone edges| Within two days of application the screen protector was already cracked in the corner| Ordered a warranty replacement and within a few days of application of that one there was a big scratch across the face of it| I keep the phone in my purse and have never had issues with other Zagg products| I've had this phone for about a month and already had two screen protectors replaced| Ordering warranty replacements add up when you have to keep paying for shipping|
negtive,1,Have use Zagg products in the past for different phones|The S7 (NON EDGE Model) still has a very slight curve on the sides of the display|The glass protector is flat| and therefore leaves the smallest of gaps around the edges of the phone|This gap will cause the protective layer to crack ||| as I experienced when I dropped the phone| and the glass protector cracked at the bottom right (exactly where the gap between the protection layer and screen exist)| Supposedly Zagg recognizes this gap and is updating the product to fit flush in future product releases|I've removed the cracked screen protector completely and have gone with the Lifeproof FRE case| Save yourself $40 and find a solid case| or a correctly formed screen protector|
negtive,3,Purchased this because I was told it was the best screen protector| Paid the tech at the store to put it on and within 4 days it lifted from the corner| Was told I had to contact Zagg to get a replacement and will then have to pay again to have it placed on the phone| My hand shakes so it's not best for me to do it| Inconvenient for sure| I have to answer whether or not I would recommend this and can only pick yes or no| My answer is truthfully| I don't know -- that option is not available| And I haven't dropped the phone (thankfully)| If I do before the replacement arrives and my screen cracks| I will be extremely unhappy|
