review ,label
i had zagg glass piec on my s5 and then i threw my phone out of anger and it shatter the zagg glass but kept my s5 screen intact i call zagg n they sent me a replac glass for my s5 so when i bought the s7 i decid to pay the 8 for the best buy employe to put it on the girl ruin the first one then the second attempt had a crack in it so it wouldnt seal right and the third time a piec of lint wa trap the fourth time wa the charm or so i thought the edg look like they are still not seal kind of look like small bubbl and i keep tri to press it down and they disappear and come right back it been over a month and i just havent had time to go back to best buy it notic but not enough for me to go up there well last week i wa push on the edg as i often do and now it got a small crack that look like how a window look when a bullet goe through it there is also a chip on the edg that curv around the home button now im not happi especi sinc thi wa a 40 piec of glass ive never had issu with zagg glass until thi one for my s7 it just seem like the qualiti isnt as good i hope they can replac it at store when i go thi week im go to give thi one more tri becaus ive alway consid these zagg glass piec to be a good invest to protect my phone expens screen ,positive
i had a differ brand screen protector from verizon store for 2 year on my htc one m8 and it work great i upgrad to the s7 and got the zagg screen prootector and it doesnt respond to my touch on one side of the screen unless i press down harder than normal also if i run my finger along the side it wont start to recogn my touch until about a third of the way up the screen i tri return it to best buy within 15 day and they refus to return or exchang it and instead direct me to the manufactur websit 3 week after purchas the screen chip on the side and start to crack even though i never even drop the phone or treat it roughli appar now i have to spend additon fund for ship to replac thi fine product when it is a lifetim warranti put a bad tast in the mouth becaus of best buy return polici or should i say lack there of to top it off there is noth on the receipt that explain their return polici better yet the cell phone rep instal it immedi on the phone when it purchas which immedi cancel ani chanc of return if you chang your mind ,negative
when i origin bought thi product it wa 40 immedi after put it on the screen protector did not adher to my phone on the outsid edg at all i have a regular samsung galaxi s7 not s7 edg and i made sure to buy the right screen protector but when i put it on my phone there is at least a centimet or two on the entir outsid edg that is lift up and will not stick to the phone my friend had the same problem and even after order a replac the replac had the same exact issu as well befor order the replac i had the origin for two month and let me tell you there were crack everywher it would crack at the lightest drop bump scratch anyth honestli it crack much easier than the phone itself ever would and while that should be a good thing it wa just annoy becaus the entir outer edg is lift it super easi so get water or dust particl stuck underneath the screen protector overal thi purchas wa a mistak just stay with regular screen protectorsnot the glass one theyll save you a lot of money and frustrat ,negative
bought thi screen protector for my galaxi s7 and wa not impress with how it look on my phone it did fit onto my screen but all around the edg of it it look like it is lift and ha bubbl i got it put on at best buy and the employe who did it told me they all look that way due to the curv around the entir phone it drive me a littl crazi but now i just ignor it i need it more for protect for my screen i can say that it doe have a year guarante with zagg if you regist it and if someth happen to it you pay a small replac fee and theyll send you a new one unfortun i crack thi screen protector within a few day becaus i accident drop it onto a cement floor it did save my actual screen though that what happen when you carri to mani thing at onc crack the screen protector the first time it fell and still havent replac it yet i am go to onc i stop procrastin person i dont think it worth the 40 becaus i wa unhappi with the way it look on my phone and unhappi that it broke the first time it fell it did save my actual screen so i still gave it 3 star ,negative
i want to clear up the complaint about the edg of the screen protector have a haze or not make complet contact it is true howev there is more to the stori first the reason thi is occur is the new s7 design ha a round corner along the edg not the s7 edg the regular s7 thi soften the edg zagg fail to take thi into account when they releas the screen protector one option would have been to slightli shrink the size to match the flat surfac and not extend over the curv portion of the screen that is the reason you have poor or no contact around the edg is thi import with your screen off black you can see it when the screen is on you can not see it also if you have someth like an otter skin or tech21 protector on your phone it hide it even more it is aggrav zagg did not account for thi but the safeti and protect deliv by thi glass screen protector is superior to anyth els i have seen i had one on my s6 for the last year and it look like the day i bought it dont let the complaint about the edg discourag you mayb zagg will react quickli and releas and updat version that address thi ,negative
someon at the store recommend thi screen protector after it wa instal i notic it doesnt actual fit on the screen the galaxi s7 not the edg still ha a slight curvatur on the side that curvatur mean the glass doesnt fit flush and dust and dirt can and will get stuck under the screen you also end up look at a piec of glass that is clearli not attach to the screen the gap between screen and glass around the edg also make it hard to press button around the edg i would not recommend thi unless they fix the gap issu as it stand im curiou when the dust and dirt build up under the edg is go to drive me crazi and forc me to go with a differ protector in the attach pictur you can see the gap around the edg ,negative
there are those peopl who need a screen protector becaus they will drop their phone guarante i howev am not one of those peopl i havent use screen protector in year becaus other than usual wear and tear my screen typic look pretti dang good by the time i get a new phone for some reason they convinc me thi time i got the case they instal it look perfect i wa pretti pleaseduntil 6 day later it chip and wa drop teeni tini piec of glass everywher then less than 24 hour later a larg chunk of the corner chip and made a crack so i took it back and they replac it for free bc of the short time they gave me specif instruct for care the first 48 hour which they fail to includ the first so i figur thi time would be differ i follow the instruct realli well it wa a weekend so i bare even touch my phone and here i am 6 day later 2 of those day the phone wa unus and i have a chip a decent size chip when i pay 40 for a screen protector it is expect to last extrem disappoint in the product will never use it again ,positive
i bought two phone at best buy and had the protect instal on both phone my phone is ok but my wife is lift around the edg same phone same protector she went back to best buy to see if they could fix the problem their respons wa go to zagg websit and regist it or ill sell you a new one that fit the s7 properli or zagg will send you a new one for a cost of 500 they wouldnt make good on it becaus she went back after 14 day we purchas the item may 14th 2016 she went in on june 27 th becaus we had been out of town we were not awar of the zagg warranti becaus they best buy employe threw away the screenprotector and phone case packag away after they put the protector and case on the princip of the matter is if they put the wrong protector on whey should we have to pay the 5 dollar for the replac or pay for a new one i feel it is their respons abil to put the right product on your devic in the first place still havent regist it yet becaus of the princip behind the matter i have had thi brand of protector on past phone with no issu what so ever i ,negative
i gave 5 star becaus the product itself is great in my opinion i love zagg glass screen protector but thi one is not the right fit for the galaxi s7 due to the slight curv on the side of the phone the shield stay uplift on the side which caus the shield to crack on the bottom right edg of the screen protector be that it doe not lay flat on the phone screen it wa instal at best buy at the time of purchas i will definit continu to buy zagg glass screen protector again for my other product but not for thi phone unless the protector is slightli curv like the phone i would recommend thi product but not for thi phone ,positive
have recent move from a blackberri z10 to the samsung s7 i need some sort of screen protector for the s7 from talk with other it wa a toss up between the zagg glass or hd screen protector i went with the glass screen protector as the convers alway seem to come back to it is better to break the glass on the screen protector than the actual screen well as the s7 doe not have a protect edg and i initi wa use my s7 without a case and store the s7 in my belt clip holster after a few slide across my car seat and down between the car seat rail and the floor the edg of the glass screen protector did exactli what they were suppos to do they chip on the egd of cours in an area where your finger are normal when you are hold the phone for now i have ad an otterbox commut case to the phone and nave stop use my holster thi keep my finger from pick up littl glass fragment howev it mean that my phone is in my back pocket on my desk or sit on the tabl i will be replac the glass invisibleshield with an hd invisibleshield soon ,negative
zagg should have been prepar to deal with the s7 screen edg i am pretti disappoint in how the left and right edg of the screen protector are not in contact with the screen thi caus the p and other far left or right item to be a pain to regist in write thi is had to tap multipl time on the p to get it to regist it requir more of a press than a tap ive heard rumor that zagg is fix thi issu in the next few month the rais edg have also present a weak point in the strength of the screen protector the top and bottom corner in one side began to crack even though i have my phone in an otterbox slimin the end howev i would still recommend as current there is not much better of an option and zagg is suppos to fix it soon im expect an uncondit swap onc the new one are avail note to zagg you should pay for the geek squad instal as ive alreadi paid and continu to deal with issu from your product ,positive
thi is one of the worst product ive ever purchas i had tmobil put it on sinc best buy charg a fee to appli it lame the guy who put it on said he didnt care for these particular one and when i ask whi hi repli wa oh you will find out soon enough well low n behold i did the edg of the screen protector wouldnt complet adher to the phone screen it wa like a bubbl or someth all the way around on the edg of it and within approxim 68 hour later there wa alreadi a coupl crack on the edg by the next day there wa quit a few more i have onli had it on my phone for a week and it look like it been on for 6 month needless to say it wa a wast of 40 doesnt realli matter to me that it a lifetim warranti caus it pointless sinc i would have to send it in for a new one everi other day i would give it 0 star if i could ,negative
if you can get it on the phone right and i mean if thi is an excel screen protector the nicest thing about it is it is actual made of glass so you preserv the feel of the face of the phone and it veri friendli to the touch the downsid is you have to be extrem care put it on you pretti much have one chanc if you get a singl speck of dust under thi thing or if it goe on slightli crook or anyth like that your go to have a bubbl and it go to drive you insan until you buy the next one they do have a warranti and they better for 50 buck you have to send it in to get the exchang though i much prefer the store brand if it avail i bought thi one that particular day becaus they were out of stock the store brand screen protector which i believ is by insignia it ha plenti of clean materi and also it ha a plastic guid to aid in instal ive done two of them on my other phone and they work perfectli everi time and theyr half the price ,positive
i want a temper glass shield for my tobeship s7 thi wa the onli s7 screen shield my local store hadwhen my s7 arriv i appli thi shield my s7 wa brand spank new but the bottom part of thi shield didnt sticki wa pass by a best buy mobil store figur they would have more choic wrong and stop in they were close earli what the heck and the peopl there said they wouldnt exchang the shield becaus it had been more than 15 day i think they just want to go home gee whiz i couldnt appli the shield until the new s7 arriv in the mailso i made a special trip back to the same best buy where i bought the shield and exchang it for a new one ill tri reappli it soon hope it worksi did not have thi much troubl with a gener temper glass shield i bought from e bay for my s5veri disappoint that all the best buy store dont treat custom the same way ,negative
i dont know whi peopl hate thi so much it probabl becaus they didnt have the best buy guy put thi on for them if it done properli thi stuff is great ive put thi on sever of my phone and have it for my parent phone and it good stuff in case you are clumsi and drop your phone at least thi will crack first not your glass on your phone you can spend 35 on thi stuff or pay 100 to replac the glass on your phone and hope it work the same it will make your phone a bit heavier too but it will keep your phone safe especi if you have kid who break their phone all the time plu it help keep your phone cleaner too it easi to clean and keep your phone germ free have the best buy peopl put thi on for you they are the expert and will make sure it done right dont do it yourself that whi you guy all hate it and think it suck and you got ta let it chill for a day or two you cant pick at it or mess with it right away ,positive
the issu of thi screen protector not fit the galaxi s7 ha been well document in review so i will not reiter the issu zagg mess up on thi one and should have recal thi product long ago especi for the price zagg websit no longer list thi product for the s7 as they now have a curv glass protector for the s7 and s7 edg i call zagg and they will replac thi screen protector for the new curv one but there is current one issu with the new one the new curv glass protector onli come in opaqu black the screen is obvious clear but the portion that cover the color portion of the face is opaqu so your gold platinum or other color phone is cover and will have a black face fyi bb doe not carri the new curv zagg product to be fair the old product will work and protect your screen if you do not mind the halo effect zagg should lower the price of thi product consider to compens ,positive
thi screen protector isnt perfect but it realli isnt the fault of the protector samsung decis to slightli curv the side of the s7 screen make find a good glass screen protector difficult ive own 2 protector that seal to the screen fulli but they didnt cover the whole view screen and left annoy edg on the on the touch screen the zagg protector cover the entir view screen but doe not seal to it complet becaus of the curv the edg of the screen are respons more protect and i dont notic the edg not be fulli seal it also fit well with a speck case or an otter defenderzagg doe now make a curv protector but it is consider more expens and some review say it is tough to put a case on with the curv protector instal as long as i own an s7 thi zagg is my choic ,positive
i purchas thi glass screen protector know full well what the review were on it but i felt i did not have a choic as you never know what will happen to your phone overal it doe the job but there are 2 signific issu you should be awar of that are frustrat at time but in my opinion should not prevent you from buy the product issu 1 is that you will get a halo effect around the edg of the display as the galaxi s7 screen is slightli curv along with thi halo effect the screen protector can get a littl dirti around the edg but it ha been veri minor for me the second issu and mayb the bigger problem of the 2 is that the touch screen sensit is made less in certain area which can drive you crazi at time slide down notif from the top or press ani button around the edg typic requir y a harder press thi be said it is probabl still the best option for protect your s7 ,negative
thi screen protector ha a great feel and doe an awesom job at resist oilsmudg the onli problem is that it doe not fit the slightli bevel edg of the galaxi s7 nonedg the result is a halo effect a quick onlin search will show thi is a univers problem due to a design flaw around the edg of the phone which attract dirt and lint under it almost immedi i would recommend find a more temporari perhap nonglass version until zagg updat their design to accommod the edg of thi phoneand rememb best buy at least in woodbridg va will charg you about 8 to instal one of these screen protector even if you purchas the brand new phone from them complain about the fitment of the protector befor you leav and get told to just bring it back and well replac it if the fit doesnt resolv itself after a coupl day ,negative
i purchas the new samsung galaxi s7 and like all my other smart phone i have had i want screen protect i purchas the zagg glass screen protector becaus of zagg qualiti and reput i had best buy instal thi on my phone caus i am not to good at thi sort of thing he warn me that with thi glass screen protector there wa go to be a halo around the edg of the screen caus the samsung galaxi s7 screen is curv at the edg i thought thi wa ok what i did not anticip wa under the glass where the halo is it a dust magnet pocket lint and dust get under the glass and look bad i am unsur what to do about it caus i still want screen protect but the dust under the halo is so annoy i hope zagg come out with a new and improv product caus i will probabl just take thi off soon and go with out also thi screen protector is expens not worth the price when it ha a halo that collect dirt ,negative
my husband and i both purchas these for our new samsung s7 phone not edg mine crack in the corner just be in my purs i believ someth got underneath the edg that doesnt stick to the screen and caus the crack my husband drop hi phone and all around the edg wa crack we order warranti replac and zagg onli sent us plastic protector not the glass when i ask about thi obviou problem with the glass the rep said they are awar of the problem and are wait for a new design to becom avail were still wait in the meantim zagg is harass me to send back my broken glass screen protector or they are go to charg me full retail for the replac they sent us i dont have a lot of trust in thi compani design or warranti process these certainli were no where near worth the money spent or all the hype ,negative
center of screen area is great and seem to proctect well from scratch etc howev with the slightli contour edg of the s7 the flat screen protector leav a ring around the outsid of the phone screen where it is not actual attach to the screen thi gap allow for dust and the like to get under the screen protector edg which i find frustrat as i tri to keep my phone screen clean i have had it on my phone for about two week i am gentl with my phone in daili use and there are alreadi two crack in the screen protector onli at the edg where the screen protector doe not actual seal to the phone while it understand that free float glass would be fragil it is still annoy to see everi day on my phone and i think if the screen protector actual seal to the screen all the way around thi probabl would not have happen ,positive
i purchas thi screen protector for my galaxi s7 becaus i wa veri happi with the one i had on my galaxi note 4i love the fact that the glass shield actual feel like the phone itself and yet offer excel protect at the same timeiv onli been use thi protector for 3 month luckili no drop to test it capabl but i have no doubt that thi will work as well as the one i had for the note 4zagg is veri easi to work with both regist the product and get a replac when neededof special note to me anyway i had to replac my phone within a week of purchas it and put on the zagg shield and i wa abl to remov the shield and reappli it to the new phone without a hitchthi is easili the best invest for protect my phone that i could have ,positive
ive own other zagg glass screen protector that have work out veri well but thi one seem to be lesser qualiti the shield doesnt cover the phone all the way to it edg the edg dont adher becaus of the slightli curv phone edg within two day of applic the screen protector wa alreadi crack in the corner order a warranti replac and within a few day of applic of that one there wa a big scratch across the face of it i keep the phone in my purs and have never had issu with other zagg product ive had thi phone for about a month and alreadi had two screen protector replac order warranti replac add up when you have to keep pay for ship ,negative
have use zagg product in the past for differ phonesth s7 non edg model still ha a veri slight curv on the side of the displayth glass protector is flat and therefor leav the smallest of gap around the edg of the phonethi gap will caus the protect layer to crack as i experienc when i drop the phone and the glass protector crack at the bottom right exactli where the gap between the protect layer and screen exist supposedli zagg recogn thi gap and is updat the product to fit flush in futur product releases remov the crack screen protector complet and have gone with the lifeproof fre case save yourself 40 and find a solid case or a correctli form screen protector ,positive
purchas thi becaus i wa told it wa the best screen protector paid the tech at the store to put it on and within 4 day it lift from the corner wa told i had to contact zagg to get a replac and will then have to pay again to have it place on the phone my hand shake so it not best for me to do it inconveni for sure i have to answer whether or not i would recommend thi and can onli pick ye or no my answer is truth i dont know that option is not avail and i havent drop the phone thank if i do befor the replac arriv and my screen crack i will be extrem unhappi ,positive
weve use zagg shield in the past and love them had them on our wife and i s5 and they save us onc each and easi replac from zagg custom servic is without reproach thi particular shield isnt perfect though right at the edg of the screen it doesnt stay stuck down the s7 ha a slight fall off near the edg that isnt flat you can see the shield doesnt make contact around that border and requir a littl harder tap if there someth right near the edg of the screen it about 18 on either sidei still think thi is probabl the best product on the market for the phone the soft shield are horribl even the zagg soft one come too close to the edg it wa an exact perfect fit and preclud the use of a cover that come up over the edg ,positive
thi is just a patch that zagg releas earli as a way to get peopl to buy a screen protector they know doesnt fit zagg support say a contour one will releas begin of april so wait until then to get one best buy should put out a notic in the meantim that you are purchas a faulti product should just buy a case with a screen shield until then unless you dont mind dust collector and scratch yourself on the screen protector ,negative
zagg just announc that the curv version of thi protector is now avail i recommend purchas that protector insteady even the nonedg version of the s7 ha a slight curv at the l r edg and sinc thi protector is flat it separ from the screen at the edg the best buy associ use the euphem of it be a halo effect but did not tell me about thi featur until after i purchas it and had them instal it if it were onli cosmet it would not bother me that much howev realiz that where the protector doe not touch the screen the touch screen will obvious be inop so thing like drag icon from one home screen to the next is difficult unless you press down hard when do so ,negative
my wife and i recent bought galaxi s7 phone we bought the zagg invisibleshield glass screen protector at the same time and had them instal in the store zagg produc an origin glass screen protector which wa flat subsequ after the releas of the s7 phone zagg produc a protector that ha curv edg to match the screen of the s7 when use the flat screen protector on an s7 the edg of the protector tend to chip and split becaus the edg of the protector do not curv with the screen buy the protector at the time of purchas the phone the sale associ put on a flat protector whi the problem with the flat screen is a know problem i will eventu have to have the screen protector replac with one that s curv i just dont get whi they instal the problem protector ,negative
best buy had onli one brand in stock for my my samsung galaxi s7 phone it smudg leav your fingerprint hard to clean it not clear look dirti when it actual clean it doesnt stick properli there are alot of air bubbl i person think is not worth it especi for the price i would not buy thi productbrand again nor would i recommend it the one i had prior work better wa cheaper and didnt smudg and wa veri clear also there were no air bubbl it last a long time i am go to return it supposedli thi brand ha a long warranti which i have to doubl check it kinda hard to know whether or not it go to work becaus it a one shot tri and deal ,positive
ive use these product befor from thi compani but find them to be a littl bit expens it doesnt quit cover the screen appropri age of the bend in the glass on a galaxi s7 i found that to be the first place that it crack when i drop it i need to send it back to the compani to see if they truli will replac it heard that they will and i also heard that they have a new product that will cover the screen littl bit better will be about 5 more im hope they will replac it with just a newer version howev i found other brand and differ store that cost a littl bit less actual about half the price sticker glass and cover the screen better not sure if the warranti on the glass to be a forev warranti is worth the price or not yet i would still recommend thi product to a friend ,positive
we purchas anoth zagg glass after the origin one wa not meant for our galaxi 7 we inadvert purchas the glass for the galaxi 7 edg thi new glass wa sent to us by zagg and it still realli doesnt fit the screen well we follow the instal instruct exactli and the glass is come away from the screen at the long side of the phone both my husband and i have the galaxi 7 and thi is happen to both our phone my husband glass ha alreadi crack at one of the side that isnt adher neither the crack nor the side not stick to the screen is affect the overal perform of the phone so we will probabl just keep these our prior phone wa a galaxi 5 with zagg glass and we had no issu whatsoev ,negative
