review,label
If you can get it on the phone right and I mean if this is an excellent screen protector The nicest thing about it is it is actually made of glass so you preserve the feel of the face of the phone and its very friendly to the touch The downside is you have to be extremely careful putting it on you pretty much have one chance If you get a single Speck of dust under this thing or if it goes on slightly crooked or anything like that youre going to have a bubble and its going to drive you insane until you buy the next one They do have a warranty and they better for 50 bucks You have to send it in to get the exchange though I much prefer the store brand if its available I bought this one that particular day because they were out of stock The store brand screen protector which I believe is by Insignia it has plenty of cleaning materials and also it has a plastic guide to Aid in installation Ive done two of them on my other phone and they work perfectly every time and theyre half the price ,positive
I wanted a tempered glass shield for my tobeshipped S7 this was the only S7 screen shield my local store hadWhen my S7 arrived I applied this shield My S7 was brand spanking new But the bottom part of this shield didnt stickI was passing by a Best Buy Mobile store figured they would have more choices wrong and stopped in they were closing early what the heck and the people there said they wouldnt exchange the shield because it had been more than 15 days I think they just wanted to go home Gee whiz I couldnt apply the shield until the new S7 arrived in the mailSo I made a special trip back to the same Best Buy where I bought the shield and exchanged it for a new one Ill try reapplying it soon Hope it worksI did not have this much trouble with a generic tempered glass shield I bought from e bay for my S5Very disappointed that all the Best Buy stores dont treat customers the same way ,negative
I dont know why people hate this so much Its probably because they didnt have the Best Buy guy put this on for them If its done properly this stuff is great Ive put this on several of my phones and have it for my parents phones and its good stuff In case you are clumsy and drop your phone at least this will crack first not your glass on your phone You can spend 35 on this stuff or pay 100 to replace the glass on your phone and hope it works the same It will make your phone a bit heavier too but it will keep your phone safe especially if you have kids who break their phones all the time Plus it helps keep your phone cleaner too its easy to clean and keeps your phone germ free Have the Best Buy people put this on for you they are the experts and will make sure its done right Dont do it yourself thats why you guys all hate it and think it sucks And you got ta let it chill for a day or two you cant picking at it or messing with it right away ,positive
The issue of this screen protector not fitting the Galaxy S7 has been well documented in reviews so I will not reiterate the issue Zagg messed up on this one and should have recalled this product long ago especially for the price Zaggs website no longer list this product for the S7 as they now have a curved Glass protector for the S7 and S7 Edge I called Zagg and they will replace this screen protector for the new curved one but there is currently one issue with the new one The new curved Glass protector only comes in opaque black The screen is obviously clear but the portion that covers the color portion of the face is opaque so your gold platinum or other color phone is covered and will have a black face FYI BB does not carry the new curved Zagg product To be fair the old product will work and protect your screen if you do not mind the halo effect Zagg should lower the price of this product considerably to compensate ,positive
This screen protector isnt perfect but it really isnt the fault of the protector Samsungs decision to slightly curve the sides of the S7s screen makes finding a good glass screen protector difficult Ive owned 2 protectors that seal to the screen fully BUT they didnt cover the whole viewing screen and left annoying edges on the on the touch screen The Zagg protector covers the entire viewing screen but does not seal to it completely because of the curves The edges of the screen are responsive more protected and I dont notice the edges not being fully sealed It also fits well with a Speck case or an Otter DefenderZagg does now make a curved protector but it is considerably more expensive and some reviewers say it is tough to put a case on with the curved protector installed As long as I own an S7 this Zagg is my choice ,positive
I purchased this glass screen protector knowing full well what the reviews were on it But I felt I did not have a choice as you never know what will happen to your phone Overall it does the job but there are 2 significant issues you should be aware of that are frustrating at times but in my opinion should not prevent you from buying the product Issue 1 is that you WILL get a halo effect around the edge of the display as the Galaxy S7s screen is slightly curved Along with this halo effect the screen protector can get a little dirty around the edge but it has been very minor for me The second issue and maybe the bigger problem of the 2 is that the touch screen sensitivity is made less in certain areas which can drive you crazy at times Sliding down notifications from the top or pressing any button around the edge typically requires y a harder press This being said it is probably still the best option for protecting your S7 ,negative
This screen protector has a great feel and does an awesome job at resisting oilsmudges The only problem is that it does not fit the slightly beveled edge of the Galaxy S7 nonEdge The result is a halo effect a quick online search will show this is a universal problem due to a design flaw around the edge of the phone which attracts dirt and lint under it almost immediately I would recommend finding a more temporary perhaps nonglass version until Zagg updates their design to accommodate the edges of this phoneAnd remember Best Buy at least in Woodbridge VA will charge you about 8 to install one of these screen protectors even if you purchase the brand new phone from them complain about the fitment of the protector before you leave and get told to just bring it back and well replace it if the fit doesnt resolve itself after a couple days ,negative
I purchased the new Samsung Galaxy S7 and like all my other smart phones i have had i want screen protection I purchased the Zagg Glass Screen Protector because of Zaggs quality and reputation I had Best Buy install this on my phone cause i am not to good at this sort of thing He warned me that with this Glass Screen Protector there was going to be a Halo around the edge of the screen cause the Samsung Galaxy S7 screen is curved at the edge I thought this was ok What i did not anticipate was under the glass where the halo is its a dust magnet Pocket lint and dust gets under the glass and looks bad I am unsure what to do about it cause i still want screen protection but the dust under the halo is so annoying I hope zagg comes out with a new and improved product cause i will probably just take this off soon and go with out Also this screen protector is EXPENSIVE not worth the price when it has a halo that collects dirt ,negative
My husband and I both purchased these for our new Samsung S7 phones not edge Mine cracked in the corner just being in my purse I believe something got underneath the edge that doesnt stick to the screen and caused the crack My husband dropped his phone and all around the edges was cracked We ordered warranty replacements and Zagg only sent us plastic protectors not the glass When I asked about this obvious problem with the glass the rep said they are aware of the problem and are waiting for a new design to become available Were still waiting In the meantime Zagg is harassing me to send back my broken glass screen protector or they are going to charge me full retail for the replacements they sent us I dont have a lot of trust in this companys design or warranty process These certainly were no where near worth the money spent or all the hype ,negative
Center of screen area is great and seems to proctect well from scratches etc however with the slightly contoured edges of the s7 the flat screen protector leaves a ring around the outside of the phone screen where it is not actually attached to the screen this gap allows for dust and the like to get under the screen protector edges which I find frustrating as I try to keep my phone screen clean I have had it on my phone for about two weeks I am gentle with my phone in daily use and there are already two cracks in the screen protector only at the edges where the screen protector does not actually seal to the phone while its understandable that free floating glass would be fragile it is still annoying to see every day on my phone and I think if the screen protector actually sealed to the screen all the way around this probably would not have happened ,positive
I purchased this screen protector for my Galaxy S7 because I was very happy with the one I had on my Galaxy Note 4I love the fact that the glass shield actually feels like the phone itself and yet offers excellent protection at the same timeIve only been using this protector for 3 months luckily no drops to test its capabilities but I have no doubts that this will work as well as the one I had for the Note 4Zagg is very easy to work with both registering the product and getting a replacement when neededOf special note to me anyways I had to replace my phone within a week of purchasing it and putting on the Zagg Shield and I was able to remove the shield and reapply it to the new phone without a hitchThis is easily the best investment for protecting my phone that I could have ,positive
Ive owned other Zagg Glass screen protectors that have worked out very well but this one seems to be lesser quality The shield doesnt cover the phone all the way to its edges The edges dont adhere because of the slightly curved phone edges Within two days of application the screen protector was already cracked in the corner Ordered a warranty replacement and within a few days of application of that one there was a big scratch across the face of it I keep the phone in my purse and have never had issues with other Zagg products Ive had this phone for about a month and already had two screen protectors replaced Ordering warranty replacements add up when you have to keep paying for shipping ,negative
Have use Zagg products in the past for different phonesThe S7 NON EDGE Model still has a very slight curve on the sides of the displayThe glass protector is flat and therefore leaves the smallest of gaps around the edges of the phoneThis gap will cause the protective layer to crack as I experienced when I dropped the phone and the glass protector cracked at the bottom right exactly where the gap between the protection layer and screen exist Supposedly Zagg recognizes this gap and is updating the product to fit flush in future product releasesIve removed the cracked screen protector completely and have gone with the Lifeproof FRE case Save yourself 40 and find a solid case or a correctly formed screen protector ,positive
Purchased this because I was told it was the best screen protector Paid the tech at the store to put it on and within 4 days it lifted from the corner Was told I had to contact Zagg to get a replacement and will then have to pay again to have it placed on the phone My hand shakes so its not best for me to do it Inconvenient for sure I have to answer whether or not I would recommend this and can only pick yes or no My answer is truthfully I dont know that option is not available And I havent dropped the phone thankfully If I do before the replacement arrives and my screen cracks I will be extremely unhappy ,positive
Weve used Zagg shields in the past and loved them Had them on our wife and I S5s and they saved us once each And easy replacement from Zagg customer service is without reproach This particular shield isnt perfect though Right at the edge of the screen it doesnt stay stuck down The S7 has a slight fall off near the edge that isnt flat You can see the shield doesnt make contact around that border and requires a little harder tap if theres something right near the edge of the screen Its about 18 on either sideI still think this is probably the best product on the market for the phone The soft shields are horrible Even the Zagg soft one comes too close to the edges it was an exact perfect fit and precludes the use of a cover that comes up over the edge ,positive
This is just a patch that ZAGG released early as a way to get people to buy a screen protector they know doesnt fit ZAGG support says a contoured one will release beginning of April so wait until then to get one Best Buy should put out a notice in the meantime that you are purchasing a faulty product Should just buy a case with a screen shield until then unless you dont mind dust collectors and scratching yourself on the screen protector ,negative
Zagg just announced that the curved version of this protector is now available I recommend purchasing that protector insteadYes even the nonEdge version of the S7 has a slight curve at the L R edges And since this protector is flat it separates from the screen at the edges The Best Buy associate used the euphemism of it being a halo effect but did not tell me about this feature until after I purchased it and had them install it If it were only cosmetic it would not bother me that much However realize that where the protector does not touch the screen the touch screen will obviously be inoperative So things like dragging icons from one home screen to the next is difficult unless you press down hard when doing so ,negative
My wife and I recently bought Galaxy S7 phones We bought the Zagg InvisibleShield Glass Screen Protector at the same time and had them installed in the store Zagg produced an original glass screen protector which was flat Subsequently after the release of the S7 phone Zagg produced a protector that has curved edges to match the screen of the S7 When using the flat screen protector on an S7 the edges of the protector tend to chip and split because the edges of the protector do not curve with the screen Buying the protector at the time of purchasing the phone the sales associate put on a flat protector Why The problem with the flat screen is a know problem I will eventually have to have the screen protector replaced with one that s curved I just dont get why they installed the problem protector ,negative
